JH_CALBODY,JH_INVBASDOC,LUHAO,PK_INSPECTIONCHECK,JH_INVNAME,JH_INSPECTIONRELAPLAN,JH_INSPECTIONRELAPLANNAME,JH_INSPECTIONPLAN,8区平均μm,Al%,As%,A级,B级,Cr%,Cu%,Cu+Cr+Ni%,Cu+Ni,C级,D级,Mo%,N%,Ni%,P+S%,Sn%,Ti夹杂,Ti夹杂物μm,备注,编号,脆性MAXμm,断面收缩率%,复核,硅含量%,过热级,基本组织,基体组织,晶粒度级,抗拉强度MPa,来源,磷含量%,硫含量%,炉号,锰含量%,偏析级,破断力KN,全脱碳μm,日期,JY_TIME,实测直径mm,索氏体率%,碳当量,碳当量%,碳含量%,椭圆度mm,网状组织级别级,网状组织级别级小于1,显微组织,心部马氏体岛级别级,样品来源,最大纵向横向夹杂尺寸μm,最深μm,CHECK_HG_FLAG,NASSISTNUM,NNUM,DSL
1001A110000000001H8R,0001A11000000000JJN3,5882,MD0000000005IVLFAUP4,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,0,0.001,,0.5,0.5,0.026,0.013,,,0.5,0.5,0.001,,0.002,0.023,,0,,,98,,45.9,崔恒伟,0.2,1,,S+微量Fe3C+少量P,8.5,1170,质量中心,0.012,0.011,183B131F,0.5,2,27.99,0,2019/1/3,2019/1/3 0:00,5.52,90,,,0.83,0.15,0,,,0,,1,0,合格,1784626.69,950007448,2.660002419
1001A110000000001H8R,0001A11000000000JJN3,5883,MD0000000005JQ8B348R,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,0,0.004,,0.5,0.5,0.015,0.009,,,0.5,0.5,0.001,,0.018,0.02,,0,,,1016,,42.3,吕青,0.21,1,,S+微量Fe3C+少量P,9.5,1139,质量中心,0.01,0.01,1832884,0.53,2,27.36,0,2018/4/19,2018/4/19 0:00,5.53,90,,,0.817,0.11,0,,,0,,1,0,合格,549240.1343,329277539,3.358869793
1001A110000000001H8R,0001A11000000000JJN3,5884,MD0000000005JQ8B3DIP,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,12,0.004,,0.5,0.5,0.017,0.008,,,0.5,0.5,0.001,,0.017,0.017,,0,,,290,,48.6,崔恒伟,0.21,1,,S+微量Fe3C+少量P,9.5,1130,质量中心,0.011,0.006,1830945,0.55,2,27.33,0,2018/5/4,2018/5/4 0:00,5.55,90,,,0.828,0.11,0,,,0,,1,51,合格,1884956.925,887904023,2.153770858
1001A110000000001H8R,1001A110000000009MGI,5885,MD0000000005JQ8BMAF2,武钢WLX72A-X,IR0000000005ITOC30K7,盘条C70（001）,MD0000000005IS3HT4J8,0,0.001,,0.5,0.5,0.016,0.009,0.043,,0.5,0.5,0.001,0.006,0.018,0.015,0.003,,0,,406,5,49.2,崔恒伟,0.2,1,,,9.5,1025,,0.008,0.007,A822802,0.53,1,25.33,0,2018/6/5,2018/6/5 0:00,5.61,90,,0.765,0.726,0.18,0,,S+微量F+少量P,0,质量中心,1,0,合格,227061.1447,126692513,2.268902571
1001A110000000001H8R,1001A110000000009MGI,5886,MD0000000005JQ8BN5YN,武钢WLX72A-X,IR0000000005ITOC30K7,盘条C70（001）,MD0000000005IS3HT4J8,0,0.001,,0.5,0.5,0.011,0.011,0.024,,0.5,0.5,0.001,0.006,0.002,0.018,0.002,,0,,622,5,54.9,崔恒伟,0.19,1,,,9.5,1015,,0.008,0.01,A815605,0.52,2,24.18,0,2018/10/10,2018/10/10 0:00,5.51,90,,0.757,0.721,0.16,0,,S+微量F+少量P,0,质量中心,1,0,合格,539266.87,311000442,2.240912277
1001A110000000001H8R,0001A11000000000JJN6,5887,MD0000000005JQ8BHA7G,青钢C82D2,IR0000000005ITOC3073,盘条C80（001）,MD0000000005IS3HT4JA,0,0.001,,0.5,0.5,0.014,0.007,0.023,,0.5,0.5,0.003,0.006,0.002,0.022,0.001,,0,,1106,5,43.1,崔恒伟,0.2,1,,,9.5,1155,,0.016,0.006,1836869,0.51,2,27.85,0,2018/8/25,2018/8/25 0:00,5.54,90,,0.861,0.828,0.14,0,,S+微量Fe3C+少量P,0,质量中心,1,0,合格,1453668.906,670267408,3.747259502
1001A110000000001H8R,1001A110000000009MGI,5888,MD0000000005JQ8BLGDQ,武钢WLX72A-X,IR0000000005ITOC30K7,盘条C70（001）,MD0000000005IS3HT4J8,0,0.001,,0.5,0.5,0.014,0.009,0.041,,0.5,0.5,0.001,0.006,0.018,0.016,0.003,,0,,426,5,44.9,崔恒伟,0.19,1,,,9.5,1018,,0.008,0.008,A810740,0.52,2,24.35,0,2018/3/3,2018/3/3 0:00,5.52,90,,0.752,0.716,0.1,0,,S+微量F+少量P,0,质量中心,1,0,合格,138479.6388,101288606,4.859618592
1001A110000000001H8R,0001A11000000000JJN3,5889,MD0000000005JQ8B4BAB,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,4,0.001,,0.5,0.5,0.014,0.008,,,0.5,0.5,0.003,,0.002,0.031,,0,,,1110,,45.1,崔恒伟,0.2,1,,S+微量Fe3C+少量P,9.5,1141,质量中心,0.018,0.013,1836865,0.5,2,27.7,0,2018/8/25,2018/8/25 0:00,5.56,90,,,0.835,0.1,0,,,0,,1,35,合格,2134369.615,914467350,1.979315579
1001A110000000001H8R,0001A11000000000JJN6,5890,MD0000000005JQ8BGMZ0,青钢C82D2,IR0000000005ITOC3073,盘条C80（001）,MD0000000005IS3HT4JA,7,0.004,,0.5,0.5,0.017,0.009,0.044,,0.5,0.5,0.001,0.006,0.018,0.02,0.003,,0,,574,5,46,吕青,0.2,1,,,9.5,1137,,0.012,0.008,1812200,0.52,1,27.52,0,2018/4/14,2018/4/14 0:00,5.55,90,,0.867,0.831,0.16,0,,S+微量Fe3C+少量P,0,质量中心,1,32,合格,261364.0979,206926206,4.643983453
1001A110000000001H8R,0001A11000000000JJN6,5891,MD0000000005JQ8BHN6Z,青钢C82D2,IR0000000005ITOC3073,盘条C80（001）,MD0000000005IS3HT4JA,0,0.001,,0.5,0.5,0.022,0.01,0.034,,0.5,0.5,0.001,0.006,0.002,0.022,0.002,,0,,56,5,45.6,崔恒伟,0.169,1,,,9.5,1152,,0.014,0.008,1828668,0.52,2,27.26,0,2018/11/1,2018/11/1 0:00,5.49,90,,0.852,0.816,0.18,0,,S+微量Fe3C+少量P,0,质量中心,1,0,合格,105302.78,96803604,8.962109546
1001A110000000001H8R,0001A11000000000JJN6,5892,MD0000000005JQ8BGA1G,青钢C82D2,IR0000000005ITOC3073,盘条C80（001）,MD0000000005IS3HT4JA,5,0.004,,0.5,0.5,0.019,0.008,0.045,,0.5,0.5,0.001,0.006,0.018,0.016,0.003,,0,,588,5,46.9,崔恒伟,0.2,1,,,9.5,1133,,0.011,0.005,1830930,0.52,1,27.52,0,2018/2/6,2018/2/6 0:00,5.56,90,,0.848,0.812,0.08,0,,S+微量Fe3C+少量P,0,质量中心,1,40,合格,787807.3418,481296917,5.27638728
1001A110000000001H8R,0001A11000000000JJN6,5893,MD0000000005JQ8BGAYI,青钢C82D2,IR0000000005ITOC3073,盘条C80（001）,MD0000000005IS3HT4JA,0,0.004,,0.5,0.5,0.019,0.008,0.044,,0.5,0.5,0.001,0.006,0.017,0.018,0.003,,0,,682,5,42.5,崔恒伟,0.2,1,,,9.5,1137,,0.012,0.006,1830931,0.54,2,27.3,0,2018/2/6,2018/2/6 0:00,5.53,90,,0.869,0.827,0.16,0,,S+微量Fe3C+少量P,0,质量中心,1,0,合格,463208.6952,293545019,4.217305125
1001A110000000001H8R,0001A11000000000JJN3,5894,MD0000000005JQ8B530X,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,0,0.001,,0.5,0.5,0.024,0.012,,,0.5,0.5,0.001,,0.002,0.03,,0,,,353,,46.4,崔恒伟,0.19,1,,S+微量Fe3C+少量P,9.5,1090,质量中心,0.014,0.016,1839274,0.5,2,26.17,0,2018/11/7,2018/11/7 0:00,5.53,90,,,0.818,0.18,0,,,0,,1,0,合格,2160628.43,1050089122,2.547958821
1001A110000000001H8R,1001A110000000009MGI,5895,MD0000000005IY2YM1SI,武钢WLX72A-X,IR0000000005ITOC30K7,盘条C70（001）,MD0000000005IS3HT4J8,0,0.001,,0.5,0.5,0.01,0.007,0.019,,0.5,0.5,0.001,0.006,0.002,0.02,0.001,,0,,26,5,46.9,崔恒伟,0.22,1,,,8.5,982,,0.01,0.01,A911003,0.54,1,23.66,0,2019/3/1,2019/3/1 0:00,5.54,90,,0.771,0.729,0.04,0,,S+微量F+少量P,0,质量中心,1,0,合格,44720,22503044,1.332117756
1001A110000000001H8R,0001A11000000000JJN3,5896,MD0000000005JQ8B3TY6,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,0,0.001,,0.5,0.5,0.02,0.008,,,0.5,0.5,0.001,,0.001,0.026,,0,,,156,,42.8,崔恒伟,0.19,1,,S+微量Fe3C+少量P,9.5,1106,质量中心,0.018,0.008,1824927,0.5,2,26.35,,2018/7/1,2018/7/1 0:00,5.51,90,,,0.836,0.11,0,,,0,,1,0,合格,1234456.771,667611446,2.66446675
1001A110000000001H8R,0001A11000000000JJN6,5897,MD0000000005JQ8BGRT9,青钢C82D2,IR0000000005ITOC3073,盘条C80（001）,MD0000000005IS3HT4JA,0,0.004,,0.5,0.5,0.02,0.008,0.05,,0.5,0.5,0.001,0.006,0.022,0.02,0.003,,0,,976,5,43.6,崔恒伟,0.19,1,,,9.5,1141,,0.013,0.007,1813475,0.53,2,27.51,0,2018/5/20,2018/5/20 0:00,5.54,90,,0.889,0.85,0.2,0,,S+微量Fe3C+少量P,0,质量中心,1,0,合格,860549.9711,655101373,8.102493249
1001A110000000001H8R,0001A11000000000JJN3,5898,MD0000000005JQ8B59WP,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,0,0.001,,0.5,0.5,0.014,0.009,,,0.5,0.5,0.002,,0.002,0.018,,0,,,665,,45.9,崔恒伟,0.19,1,,S+微量Fe3C+少量P,8.5,1132,质量中心,0.012,0.006,1819408,0.49,2,27.09,0,2018/12/26,2018/12/26 0:00,5.52,90,,,0.835,0.016,0,,,0,,1,0,合格,1822206.47,885421346,2.368533436
1001A110000000001H8R,1001A110000000009MGI,5899,MD0000000005JQ8BNGO9,武钢WLX72A-X,IR0000000005ITOC30K7,盘条C70（001）,MD0000000005IS3HT4J8,0,0.001,,0.5,0.5,0.009,0.012,0.023,,0.5,0.5,0.001,0.006,0.002,0.016,0.002,,0,,270,5,50,崔恒伟,0.2,1,,,9.5,1028,,0.009,0.007,A825855,0.52,2,24.97,0,2018/11/4,2018/11/4 0:00,5.56,90,,0.776,0.74,0.1,0,,S+微量F+少量P,0,质量中心,1,0,合格,178286.78,75022149,0.768150169
1001A110000000001H8R,0001A11000000000JJN3,5900,MD0000000005JQ8B26VC,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,4,0.004,,0.5,0.5,0.033,0.008,,,0.5,0.5,0.001,,0.019,0.018,,0,,,950,,41.1,崔恒伟,0.2,1,,S+微量Fe3C+少量P,9.5,1171,质量中心,0.011,0.007,1830230,0.53,2,28.23,0,2018/1/15,2018/1/15 0:00,5.54,90,,,0.824,0.12,0,,,0,,1,28,合格,1491412.942,660678220,1.70989619
1001A110000000001H8R,0001A11000000000JJN3,5901,MD0000000005JQ8B59NT,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,0,0.001,,0.5,0.5,0.025,0.013,,,0.5,0.5,0.002,,0.002,0.023,,0,,,657,,48,崔恒伟,0.21,1,,S+微量Fe3C+少量P,8.5,1110,质量中心,0.012,0.011,1839888,0.49,2,26.27,0,2018/12/26,2018/12/26 0:00,5.49,90,,,0.809,0.05,0,,,0,,1,0,合格,1922501.65,825079107,2.538296606
1001A110000000001H8R,0001B21000000004ZBB3,5902,MD0000000005JQ8BDATY,武钢W82DA,IR0000000005ITOC2ZK5,中心C80A盘条,MD0000000005IS3HT1ME,0,0.004,,0.5,0.5,0.011,0.017,,,0.5,0.5,0.001,,0.018,0.023,,0,,,602,,44.6,,0.2,1,,S+微量Fe3C+少量P,9.5,1184,质量中心,0.014,0.009,A726207,0.52,1,28.24,0,2017/12/14,2017/12/14 0:00,5.51,90,,,0.81,0.13,0,,,0,,1,0,合格,2214637.662,627529636,0.798696651
1001A110000000001H8R,0001B21000000004ZBB3,5903,MD0000000005JQ8BDY8D,武钢W82DA,IR0000000005ITOC2ZK5,中心C80A盘条,MD0000000005IS3HT1ME,0,0.001,,0.5,0.5,0.013,0.012,,,0.5,0.5,0.002,,0.002,0.022,,0,,,312,,42.5,崔恒伟,0.2,1,,S+微量Fe3C+少量P,9.5,1139,质量中心,0.012,0.01,A826787,0.51,2,27.46,0,2018/12/13,2018/12/13 0:00,5.54,90,,,0.837,0.13,0,,,0,,1,0,合格,2062651.006,622305999,1.279957252
1001A110000000001H8R,0001A11000000000JJN3,5904,MD0000000005JQ8B2E00,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,0,0.004,,0.5,0.5,0.027,0.013,,,0.5,0.5,0.001,,0.02,0.022,,0,,,510,,46.2,崔恒伟,0.18,1,,S+微量Fe3C+少量P,9.5,1091,质量中心,0.014,0.008,1830527,0.54,1,26.38,0,2018/2/6,2018/2/6 0:00,5.55,90,,,0.82,0.14,0,,,0,,1,0,合格,1296930.16,623696245,1.762493015
1001A110000000001H8R,1001A110000000009MGI,5905,MD0000000005JQ8BLKWN,武钢WLX72A-X,IR0000000005ITOC30K7,盘条C70（001）,MD0000000005IS3HT4J8,0,0.001,,0.5,0.5,0.022,0.009,0.049,,0.5,0.5,0.001,0.006,0.018,0.02,0.003,,0,,1056,5,49.6,吕青,0.21,1,,,9.5,1002,,0.01,0.01,A811098,0.52,2,23.75,0,2018/3/18,2018/3/18 0:00,5.52,90,,0.752,0.716,0.11,0,,S+微量F+少量P,0,质量中心,1,0,合格,961904.1487,536744804,3.481483377
1001A110000000001H8R,1001A110000000009MGI,5906,MD0000000005JQ8BN2CT,武钢WLX72A-X,IR0000000005ITOC30K7,盘条C70（001）,MD0000000005IS3HT4J8,0,0.001,,0.5,0.5,0.011,0.01,0.023,,0.5,0.5,0.001,0.006,0.002,0.017,0.002,,0,,942,5,48.5,崔恒伟,0.2,1,,,9.5,1053,,0.009,0.008,A814703,0.52,2,25.2,0,2018/9/28,2018/9/28 0:00,5.52,90,,0.738,0.702,0.04,0,,S+微量F+少量P,0,质量中心,1,0,合格,2916.36,48000,0
1001A110000000001H8R,1001A1100000000CP7W8,5907,MD0000000005JQ8B6CMW,青钢SWRH72A,IR0000000005ITOC2ZUG,中心C70A盘条,MD0000000005IS3HT1MA,7,0.001,,0.5,0.5,0.032,0.009,,,0.5,0.5,0.001,,0.018,0.015,,0,,,1020,,46.2,崔恒伟,0.23,1,,S+微量F+少量P,9.5,1028,质量中心,0.007,0.008,1739933,0.53,2,24.68,0,2018/1/15,2018/1/15 0:00,5.53,90,,,0.727,0.11,0,,,0,,1,36,合格,122158.0392,43942819,2.583680335
1001A110000000001H8R,0001A11000000000JJN3,5908,MD0000000005IVLFFMU7,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,0,0.001,,0.5,0.5,0.044,0.01,,,0.5,0.5,0.001,,0.002,0.019,,0,,,216,,45.4,崔恒伟,0.19,1,,S+微量Fe3C+少量P,8.5,1127,质量中心,0.01,0.009,1920063E,0.51,2,27.26,0,2019/1/10,2019/1/10 0:00,5.55,90,,,0.829,0.19,0,,,0,,1,0,合格,2832091.44,1430329489,2.669939512
1001A110000000001H8R,0001A11000000000JJN3,5909,MD0000000005IVC85VPO,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,0,0.001,,0.5,0.5,0.016,0.006,,,0.5,0.5,0.002,,0.002,0.016,,0,,,162,,46.8,崔恒伟,0.19,1,,S+微量Fe3C+少量P,8.5,1113,质量中心,0.009,0.007,1931896B,0.52,2,26.44,0,2019/3/1,2019/3/1 0:00,5.5,90,,,0.825,0.09,0,,,0,,1,0,合格,1174026.02,746837640,3.952474432
1001A110000000001H8R,0001A11000000000JJN3,5910,MD0000000005IVLFFMVB,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,0,0.001,,0.5,0.5,0.011,0.011,,,0.5,0.5,0.001,,0.002,0.018,,0,,,217,,43.8,崔恒伟,0.19,1,,S+微量Fe3C+少量P,8.5,1142,质量中心,0.011,0.007,1930157,0.51,2,27.33,0,2019/1/10,2019/1/10 0:00,5.52,90,,,0.82,0.21,0,,,0,,1,0,合格,2894300.11,1477090121,2.512950388
1001A110000000001H8R,0001A11000000000JJN3,5911,MD0000000005JQ8B44T6,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,0,0.001,,0.5,0.5,0.021,0.01,,,0.5,0.5,0.003,,0.002,0.026,,0,,,92,,42.7,崔恒伟,0.21,1,,S+微量Fe3C+少量P,9.5,1099,质量中心,0.014,0.012,1825818F,0.53,2,26.58,0,2018/8/1,2018/8/1 0:00,5.55,90,,,0.828,0.14,0,,,0,,9,0,合格,1508562.909,556121725,1.603811007
1001A110000000001H8R,1001A1100000000CP7W8,5912,MD0000000005JQ8B730V,青钢SWRH72A,IR0000000005ITOC2ZUG,中心C70A盘条,MD0000000005IS3HT1MA,7,0.001,,0.5,0.5,0.026,0.007,,,0.5,0.5,0.001,,0.016,0.014,,0,,,638,,54.8,崔恒伟,0.21,1,,S+微量F+少量P,9.5,1061,质量中心,0.008,0.006,1833689E,0.54,2,25.76,0,2018/5/8,2018/5/8 0:00,5.56,90,,,0.723,0.24,0,,,0,,1,26,合格,1445743.208,514801405,1.320699722
1001A110000000001H8R,1001A1100000000CP7W8,5913,MD0000000005JQ8B7JQ7,青钢SWRH72A,IR0000000005ITOC2ZUG,中心C70A盘条,MD0000000005IS3HT1MA,0,0.001,,0.5,0.5,0.021,0.011,,,0.5,0.5,0.001,,0.001,0.02,,0,,,538,,47.6,崔恒伟,0.2,1,,S+微量F+少量P,9.5,1011,质量中心,0.013,0.007,1833499,0.52,2,24.36,,2018/7/7,2018/7/7 0:00,5.54,90,,,0.714,0.17,0,,,0,,1,0,合格,482272.6208,285849823,2.554382772
1001A110000000001H8R,1001A1100000000CP7W8,5914,MD0000000005JQ8B7UOD,青钢SWRH72A,IR0000000005ITOC2ZUG,中心C70A盘条,MD0000000005IS3HT1MA,0,0.001,,0.5,0.5,0.018,0.011,,,0.5,0.5,0.001,,0.002,0.018,,0,,,256,,51.9,崔恒伟,0.22,1,,S+微量F+少量P,9.5,1023,质量中心,0.012,0.006,1836032F,0.53,2,24.12,0,2018/8/1,2018/8/1 0:00,5.48,90,,,0.725,0.25,0,,,0,,1,0,合格,603633.5115,307507335,1.718207161
1001A110000000001H8R,0001A11000000000JJN3,5915,MD0000000005JQ8B5AB5,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,0,0.001,,0.5,0.5,0.031,0.018,,,0.5,0.5,0.002,,0.002,0.025,,0,,,678,,45.8,崔恒伟,0.2,1,,S+微量Fe3C+少量P,8.5,1153,质量中心,0.015,0.01,183A961,0.51,2,28.11,0,2018/12/26,2018/12/26 0:00,5.57,90,,,0.814,0.05,0,,,0,,1,0,合格,2008277.83,895351592,2.854257807
1001A110000000001H8R,0001A11000000000JJN3,5916,MD0000000005JQ8B4TN9,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,0,0.001,,0.5,0.5,0.025,0.009,,,0.5,0.5,0.002,,0.002,0.031,,0,,,924,,45.3,崔恒伟,0.2,1,,S+微量Fe3C+少量P,9.5,1147,质量中心,0.015,0.016,1838347,0.52,2,27.13,0,2018/10/8,2018/10/8 0:00,5.49,90,,,0.823,0.03,0,,,0,,1,0,合格,2493777.91,1241245751,2.937733659
1001A110000000001H8R,0001A11000000000JJN3,5917,MD0000000005JQ8B2Y2B,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,4,0.004,,0.5,0.5,0.016,0.008,,,0.5,0.5,0.001,,0.018,0.014,,0,,,134,,43.4,吕青,0.21,1,,S+微量Fe3C+少量P,9.5,1152,质量中心,0.009,0.005,1832384,0.47,1,27.46,0,2018/4/1,2018/4/1 0:00,5.52,90,,,0.817,0.2,0,,,0,,1,4,合格,475359.5346,247975515,2.615698251
1001A110000000001H8R,0001A11000000000JJN6,5918,MD0000000005JQ8BHKRM,青钢C82D2,IR0000000005ITOC3073,盘条C80（001）,MD0000000005IS3HT4JA,4,0.001,,0.5,0.5,0.022,0.01,0.034,,0.5,0.5,0.002,0.006,0.002,0.022,0.002,,0,,1274,5,45.8,崔恒伟,0.21,1,,,9.5,1136,,0.015,0.007,1838724,0.52,2,26.88,0,2018/10/19,2018/10/19 0:00,5.49,90,,0.857,0.821,0.06,0,,S+微量Fe3C+少量P,0,质量中心,1,33,合格,260680.53,72076309,6.551481508
1001A110000000001H8R,1001A110000000009MGI,5919,MD0000000005JQ8BLZJ4,武钢WLX72A-X,IR0000000005ITOC30K7,盘条C70（001）,MD0000000005IS3HT4J8,0,0.001,,0.5,0.5,0.023,0.008,0.049,,0.5,0.5,0.001,0.006,0.018,0.018,0.003,,0,,1228,5,45.3,吕青,0.19,1,,,9.5,1024,,0.008,0.01,A821901,0.51,2,24.68,0,2018/4/21,2018/4/21 0:00,5.54,90,,0.775,0.742,0.17,0,,S+微量F+少量P,0,质量中心,1,0,合格,705831.4244,390034651,3.079540854
1001A110000000001H8R,1001A110000000009MGI,5920,MD0000000005IY2YLT63,武钢WLX72A-X,IR0000000005ITOC30K7,盘条C70（001）,MD0000000005IS3HT4J8,0,0.001,,0.5,0.5,0.012,0.014,0.028,,0.5,0.5,0.001,0.006,0.002,0.017,0.002,,0,,284,5,46.7,崔恒伟,0.18,1,,,8.5,1037,,0.007,0.01,A920035,0.53,2,24.81,0,2019/1/10,2019/1/10 0:00,5.52,90,,0.76,0.721,0.2,0,,S+微量F+少量P,0,质量中心,1,0,合格,213654.93,103018740,0.955830674
1001A110000000001H8R,1001A110000000009MGI,5921,MD0000000005JQ8BMB51,武钢WLX72A-X,IR0000000005ITOC30K7,盘条C70（001）,MD0000000005IS3HT4J8,0,0.001,,0.5,0.5,0.019,0.015,0.052,,0.5,0.5,0.001,0.006,0.018,0.013,0.003,,0,,428,5,50.6,崔恒伟,0.18,1,,,9.5,1017,,0.006,0.007,A812818,0.5,1,24.87,0,2018/6/5,2018/6/5 0:00,5.58,90,,0.757,0.727,0.18,0,,S+微量F+少量P,0,质量中心,1,0,合格,702826.4298,338405975,1.409556643
1001A110000000001H8R,0001A11000000000JJN3,5922,MD0000000005JQ8B3M6B,青钢C82DA,IR0000000005ITOC311T,中心C80A盘条,MD0000000005IS3HT1ME,0,0.004,,0.5,0.5,0.019,0.008,,,0.5,0.5,0.001,,0.02,0.018,,0,,,1016,,44.8,崔恒伟,0.16,1,,S+微量Fe3C+少量P,9.5,1137,质量中心,0.011,0.007,1813463A,0.5,2,26.91,0,2018/5/20,2018/5/20 0:00,5.49,90,,,0.84,0.1,0,,,0,,1,0,合格,982092.3592,541606904,3.051160569
1001A110000000001H8R,0001A11000000000JJN6,5923,MD0000000005JQ8BHDVO,青钢C82D2,IR0000000005ITOC3073,盘条C80（001）,MD0000000005IS3HT4JA,0,0.001,,0.5,0.5,0.016,0.009,0.027,,0.5,0.5,0.001,0.006,0.002,0.018,0.001,,0,,454,5,47.3,崔恒伟,0.19,1,,,9.5,1104,,0.014,0.004,1837462,0.51,2,26.3,0,2018/9/12,2018/9/12 0:00,5.51,90,,0.858,0.825,0.04,0,,S+微量Fe3C+少量P,0,质量中心,1,0,合格,683182.36,548959244,3.958583161
1001A110000000001H8R,1001A1100000000CP7W8,5924,MD0000000005IVC879ZP,青钢SWRH72A,IR0000000005ITOC2ZUG,中心C70A盘条,MD0000000005IS3HT1MA,0,0.001,,0.5,0.5,0.022,0.007,,,0.5,0.5,0.001,,0.002,0.014,,0,,,271,,49.8,崔恒伟,0.21,1,,S+微量F+少量P,8.5,1039,质量中心,0.008,0.006,1910417,0.53,2,24.68,0,2019/3/3,2019/3/3 0:00,5.5,90,,,0.724,0.07,0,,,0,,1,0,合格,19096.22,831000,0
1001A110000000001H8R,1001A110000000009MGI,5925,MD0000000005JQ8BMV0D,武钢WLX72A-X,IR0000000005ITOC30K7,盘条C70（001）,MD0000000005IS3HT4J8,0,0.001,,0.5,0.5,0.011,0.01,0.023,,0.5,0.5,0.001,0.005,0.002,0.016,0.002,,0,,1026,5,51.2,崔恒伟,0.2,1,,,9.5,1056,,0.01,0.006,A824515,0.51,2,25.45,0,2018/8/23,2018/8/23 0:00,5.54,90,,0.74,0.707,0.19,0,,S+微量F+少量P,0,质量中心,1,0,合格,268761.82,133139450,3.376494228
1001A110000000001H8R,1001A1100000000CP7W8,5926,MD0000000005JQ8B6X2Z,青钢SWRH72A,IR0000000005ITOC2ZUG,中心C70A盘条,MD0000000005IS3HT1MA,0,0.001,,0.5,0.5,0.03,0.01,,,0.5,0.5,0.001,,0.016,0.014,,0,,,132,,46.8,崔恒伟,0.18,1,,S+微量F+少量P,9.5,1036,质量中心,0.008,0.006,1833515,0.53,1,25.69,0,2018/5/3,2018/5/3 0:00,5.62,90,,,0.716,0.17,0,,,0,,1,0,合格,624734.5858,206164033,1.561097349
1001A110000000001H8R,1001A110000000009MGI,5927,MD0000000005IY2YLSXJ,武钢WLX72A-X,IR0000000005ITOC30K7,盘条C70（001）,MD0000000005IS3HT4J8,0,0.001,,0.5,0.5,0.013,0.011,0.026,,0.5,0.5,0.001,0.006,0.002,0.017,0.002,,0,,277,5,40.2,崔恒伟,0.2,1,,,8.5,1030,,0.008,0.009,A920032,0.53,2,24.48,0,2019/1/10,2019/1/10 0:00,5.5,90,,0.757,0.718,0.14,0,,S+微量F+少量P,0,质量中心,1,0,合格,710973.28,331551977,1.156673646
1001A110000000001H8R,1001A1100000000CP7W8,5928,MD0000000005JQ8B75MZ,青钢SWRH72A,IR0000000005ITOC2ZUG,中心C70A盘条,MD0000000005IS3HT1MA,14,0.001,,0.5,0.5,0.045,0.008,,,0.5,0.5,0.001,,0.018,0.019,,0,,,1052,,46.8,崔恒伟,0.19,1,,S+微量F+少量P,9.5,1024,质量中心,0.006,0.013,1833615,0.52,2,24.41,0,2018/5/20,2018/5/20 0:00,5.51,90,,,0.718,0.07,0,,,0,,1,43,合格,878431.9388,338695289,1.899006566
1001A110000000001H8R,1001A1100000000CP7W8,5929,MD0000000005JQ8B8047,青钢SWRH72A,IR0000000005ITOC2ZUG,中心C70A盘条,MD0000000005IS3HT1MA,0,0.001,,0.5,0.5,0.02,0.012,,,0.5,0.5,0.001,,0.002,0.017,,0,,,1366,,47,崔恒伟,0.2,1,,S+微量F+少量P,9.5,1042,质量中心,0.009,0.008,1836965,0.52,2,24.59,0,2018/8/27,2018/8/27 0:00,5.48,90,,,0.72,0.19,0,,,0,,1,0,合格,140128.98,39264517,0.48192055
